v,vw,o,c,h,l,t,n
4818.789071910005,2968.48,2962.99,2967.29,2970.9,2961.17,1650718800000,8311
1054.6569781100009,2962.5126,2967.28,2964.19,2969.3,2958.6,1650720600000,9421
1305.7615030399998,2961.2741,2964.2,2959.04,2968.7,2955.64,1650722400000,9436
1079.85859551,2960.0917,2958.77,2963.83,2964.3,2956.78,1650724200000,7689
1145.6993095100008,2964.4307,2963.29,2967.59,2970.4,2960.41,1650726000000,8874
1283.82688208,2966.8862,2968.0,2967.57,2971.2,2960.44,1650727800000,10161
1812.4627380800025,2971.6517,2967.55,2968.82,2980.6,2960.18,1650729600000,12785
1590.4222151800002,2968.8779,2968.71,2966.31,2972.9,2964.9,1650731400000,8360
4021.9273699499986,2960.0218,2966.31,2956.29,2968.05,2947.46,1650733200000,10557
797.6303402300007,2958.6325,2956.21,2960.86,2962.2,2955.69,1650735000000,8699
728.334402510001,2960.6602,2960.88,2961.23,2962.4,2958.28,1650736800000,8965
2082.901518309997,2951.6821,2961.23,2949.06,2961.81,2948.37,1650738600000,10240
1638.1327242099999,2950.1177,2949.01,2949.91,2954.7,2947.48,1650740400000,8760
1027.6341502199998,2952.3486,2949.91,2954.38,2958.0207337,2948.19,1650742200000,8633
1535.9956720199998,2959.3615,2954.21,2958.96,2965.0,2952.43,1650744000000,8683
2231.973759749998,2965.0128,2958.96,2965.8,2968.75,2958.64,1650745800000,8265
831.5645339200003,2964.9316,2963.85,2966.94,2968.3,2961.67,1650747600000,7520
732.0002996999995,2967.2869,2966.99,2968.14,2971.5,2963.06,1650749400000,9052
890.3809465100006,2966.1247,2968.7,2965.18,2970.0,2961.96,1650751200000,9351
906.7438647000002,2962.4033,2965.13,2956.54,2967.28,2954.53,1650753000000,9681
1104.6011395499984,2953.2604,2956.49,2952.03,2956.98,2950.36,1650754800000,9079
3935.4932707099983,2938.4108,2952.03,2933.44,2952.5,2922.4,1650756600000,13505
1699.9844355699997,2939.3617,2933.45,2945.17,2946.02149074,2931.58,1650758400000,9657
965.6137813100005,2941.1814,2945.27,2937.80421572,2946.69,2934.93,1650760200000,8785
1003.1791629400004,2938.67,2936.72,2938.88,2944.48075168,2932.66,1650762000000,9064
992.2964819000011,2934.0847,2938.59,2928.83,2940.25,2928.4,1650763800000,8839
1891.6880861299994,2933.5623,2928.7,2935.53,2939.75,2922.48,1650765600000,9701
858.6179040600013,2937.2389,2935.42,2933.62,2940.9,2931.22,1650767400000,8254
1593.0955829100012,2944.8183,2933.62,2954.17,2954.9,2930.82,1650769200000,9897
981.4245366299999,2957.6815,2954.17,2956.85,2961.0,2952.38,1650771000000,6928
768.7283745700006,2957.8968,2957.12,2957.76,2960.9,2954.57,1650772800000,6611
1002.5552851100011,2954.3323,2957.41,2952.34,2958.4,2949.51,1650774600000,6172
1028.2777048500009,2950.423,2952.64,2947.11,2954.9,2947.08,1650776400000,6418
549.31308292,2947.63,2947.12,2945.78,2949.95,2945.77,1650778200000,5203
681.82119852,2951.3846,2945.78,2958.49,2959.13,2944.74,1650780000000,5869
920.9302071799989,2954.7984,2958.61,2953.15,2959.8,2950.02,1650781800000,5678
799.3668244000002,2953.8284,2953.14,2953.17,2958.41,2950.29,1650783600000,5244
524.43379982,2952.1421,2953.23,2950.71,2956.35,2945.75,1650785400000,5518
1013.5370524700007,2950.6217,2951.05,2952.3,2955.1,2948.1,1650787200000,4844
367.80226496000023,2948.8735,2952.35,2946.58,2953.06,2945.45,1650789000000,4489
524.6364094500001,2949.038,2946.76,2952.51,2955.7,2941.82,1650790800000,5238
246.4607461699999,2951.528,2952.68,2949.89,2954.2,2947.62,1650792600000,4890
510.7920792100001,2951.7019,2949.87,2948.0,2956.84,2947.61,1650794400000,5156
769.181446340001,2946.6248,2948.01,2946.8,2950.92766582,2942.44,1650796200000,4967
1460.6223791199996,2942.1493,2946.73,2937.85,2951.4,2935.32,1650798000000,5099
525.6534938700001,2939.3509,2938.83,2939.89,2943.4,2935.41,1650799800000,5732
1030.9091312700004,2939.7675,2939.82,2936.6,2946.8,2933.59,1650801600000,8236
946.7881237500003,2935.7173,2936.85,2935.81,2941.10023975,2932.34,1650803400000,6471
1818.5754052200025,2932.2653,2935.84,2934.4,2938.73,2925.29,1650805200000,8784
3233.9582203199984,2929.5219,2933.4,2937.01,2946.56,2915.17,1650807000000,11259
1224.2303153600003,2933.575,2939.43,2928.4,2943.5,2925.97,1650808800000,8843
4945.376653719999,2935.3662,2927.13,2947.89,2957.84,2910.0,1650810600000,17587
1332.5802909799993,2946.5933,2947.8,2944.24,2955.9,2936.38,1650812400000,9312
